Wavelength (nm)	I17 abs N
582.75	0.31659
583.00	0.31940
583.25	0.32137
583.50	0.32436
583.75	0.32668
584.00	0.32986
584.25	0.33117
584.50	0.33459
584.75	0.33526
585.00	0.33944
585.25	0.34075
585.50	0.34341
585.75	0.34564
586.00	0.34740
586.25	0.35097
586.50	0.35045
586.75	0.35383
587.00	0.35634
587.25	0.35949
587.50	0.35941
587.75	0.35883
588.00	0.36424
588.25	0.36635
588.50	0.36730
588.75	0.36709
589.00	0.37172
589.25	0.37312
589.50	0.37365
589.75	0.37496
590.00	0.37551
590.25	0.37780
590.50	0.37897
590.75	0.38058
591.00	0.38263
591.25	0.38377
591.50	0.38627
591.75	0.38576
592.00	0.38605
592.25	0.38747
592.50	0.38993
592.75	0.39051
593.00	0.39058
593.25	0.39041
593.50	0.39251
593.75	0.39595
594.00	0.39507
594.25	0.39546
594.50	0.39650
594.75	0.39671
595.00	0.39885
595.25	0.40041
595.50	0.40008
595.75	0.39957
596.00	0.40094
596.25	0.40150
596.50	0.40190
596.75	0.40456
597.00	0.40220
597.25	0.40465
597.50	0.40538
597.75	0.40461
598.00	0.40559
598.25	0.40804
598.50	0.40560
598.75	0.40604
599.00	0.40777
599.25	0.40822
599.50	0.40857
599.75	0.40968
600.00	0.40744
600.25	0.40885
600.50	0.40762
600.75	0.40865
601.00	0.40889
601.25	0.41096
601.50	0.40918
601.75	0.41292
602.00	0.41030
602.25	0.41222
602.50	0.41271
602.75	0.41314
603.00	0.41551
603.25	0.41427
603.50	0.41754
603.75	0.41647
604.00	0.41571
604.25	0.41636
604.50	0.41823
604.75	0.41999
605.00	0.41817
